Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,94,167,165,202,216,235,135,262,0.000%,.30890,0.24,0.08
Send OTP ,94,466,456,500,524,652,406,760,0.000%,.30863,0.23,0.10
OpenLogin,94,1124,1001,1315,1484,3102,731,3306,0.000%,.30812,1.97,0.14
Product Listing Page (PLP),93,15,15,19,19,21,12,46,0.000%,.31424,9.96,0.17
Get Product List for Compare,93,194,190,218,227,275,156,277,0.000%,.31403,0.25,0.11
To Add Product To Compare,93,565,576,690,729,824,170,845,0.000%,.31340,0.25,0.13
Get Compare List after adding Product,93,673,663,757,779,914,530,936,0.000%,.31296,0.39,0.11
To Remove Product from Compare List ,93,535,568,667,691,755,162,813,0.000%,.31285,0.25,0.13
Product Description Page (PDP),93,1022,1013,1171,1225,1348,801,1360,0.000%,.31243,33.97,0.09
Get Product details with seller,93,904,894,1016,1037,1162,785,1167,0.000%,.31259,1.81,0.09
Add Product to WishList,93,1571,1582,1713,1749,1812,199,1917,1.075%,.31186,0.22,0.10
Add To Cart,93,2873,3386,3914,4035,5384,101,5925,17.204%,.30961,0.31,0.26
Buy Now ,89,2867,3350,3978,4076,4285,112,5141,17.978%,.30498,0.30,0.18
Instabuy pop-up,89,1191,1255,1655,2118,7220,119,9197,1.124%,.30642,0.78,0.09
Exchange Pop-up,89,272,269,308,317,329,235,350,0.000%,.30633,1.10,0.08
Remove Exchange,89,195,193,215,230,239,171,266,0.000%,.30641,0.24,0.11
Deactivate Exchange,89,202,200,222,233,240,169,243,0.000%,.30641,0.24,0.11
Notify Me (if product is out of stock) ,89,152,150,165,178,196,130,233,0.000%,.30649,0.24,0.15
Place Order,89,1688,1687,2287,5550,6461,108,8323,1.124%,.30602,0.34,0.11
TOTAL,1742,876,568,1801,3477,4076,12,9197,2.009%,5.66830,51.32,2.27
