Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,126,1235,1330,1659,1698,2117,236,2893,0.000%,.20678,0.16,0.05
Send OTP ,126,1915,2043,2467,2536,3039,663,3191,0.000%,.20611,0.15,0.07
OpenLogin ,122,10066,7613,25689,28531,31979,2000,33139,0.000%,.19592,18.64,0.09
Product Listing Page (PLP),118,14,14,17,20,29,11,38,0.000%,.21165,6.99,0.12
Get Product List for Compare,118,1574,1574,1822,2056,2341,476,2771,0.000%,.21097,0.17,0.06
To Add Product To Compare,118,5907,5870,6569,6877,7409,4399,8022,0.000%,.20860,0.17,0.08
Get Compare List after adding Product,118,6103,6155,6813,6903,7438,4524,7465,0.000%,.20789,0.28,0.06
To Remove Product from Compare List ,118,6153,6039,6908,7183,7673,5207,8130,0.000%,.20684,0.16,0.07
Product Description Page (PDP),118,9856,9733,11020,11266,11762,8350,11797,0.000%,.20481,18.98,0.06
Get Product details with seller,118,10111,10086,11328,11614,12177,8082,12444,0.000%,.20366,4.05,0.06
Add Product to WishList,116,12823,12800,14394,14718,16545,9943,17053,0.000%,.20381,0.14,0.06
Add To Cart,112,22878,20700,39101,40698,45190,15516,48070,0.000%,.19748,0.21,0.16
Buy Now ,110,22609,19436,38077,38986,45127,15482,86179,0.000%,.17960,0.19,0.10
Instabuy pop-up,106,10102,10054,11881,12689,13414,7398,13697,0.000%,.20966,0.99,0.06
Exchange Pop-up,106,3024,2956,3559,3655,4023,2314,5248,0.000%,.21286,0.76,0.05
Remove Exchange,106,2050,1980,2405,2911,3297,1306,3392,0.000%,.21308,0.17,0.08
Deactivate Exchange,105,2076,2039,2352,2623,4433,1339,4645,0.000%,.21271,0.17,0.08
Notify Me (if product is out of stock),105,1603,1521,1862,1997,3409,1163,3839,0.000%,.21276,0.16,0.10
Place Order,103,13710,15257,18726,21178,55085,1407,55691,0.000%,.20695,57.73,0.07
TOTAL,2169,7495,5851,18016,20764,38630,11,86179,0.000%,3.14276,86.35,1.20
