Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,36,217,198,254,288,562,142,562,0.000%,.11875,0.09,0.03
Send OTP ,36,544,514,647,666,806,437,806,0.000%,.11851,0.09,0.04
OpenLogin ,35,2134,1690,3823,5636,7384,994,7384,0.000%,.11520,10.71,0.05
Product Listing Page (PLP),34,15,15,19,22,30,12,30,0.000%,.11525,3.81,0.06
Get Product List for Compare,34,262,209,396,416,460,147,460,0.000%,.11517,0.09,0.03
To Add Product To Compare,34,825,642,1224,1265,1646,517,1646,0.000%,.11500,0.09,0.04
Get Compare List after adding Product,34,792,723,1167,1405,1832,459,1832,0.000%,.11476,0.13,0.04
To Remove Product from Compare List ,33,832,809,1059,1143,1326,519,1326,0.000%,.12172,0.10,0.04
Product Description Page (PDP),33,1420,1334,2025,2067,2721,848,2721,0.000%,.12122,11.31,0.03
Get Product details with seller,33,1331,1246,1763,2137,2468,859,2468,0.000%,.12080,2.40,0.03
Add Product to WishList,33,1840,1661,2857,2877,2908,985,2908,0.000%,.12055,0.08,0.04
Add To Cart,33,5323,4831,7289,8055,10599,2998,10599,0.000%,.11930,0.13,0.10
Buy Now ,33,5200,4818,7210,7370,11524,2868,11524,0.000%,.12021,0.13,0.07
Instabuy pop-up,33,1693,1464,2519,2532,2736,1216,2736,0.000%,.12183,0.58,0.04
Exchange Pop-up,33,429,413,629,680,874,242,874,0.000%,.12219,0.44,0.03
Remove Exchange,33,310,248,508,540,708,173,708,0.000%,.12216,0.09,0.04
Deactivate Exchange,32,267,228,402,409,450,176,450,0.000%,.12006,0.09,0.04
Notify Me (if product is out of stock),32,242,199,406,418,515,134,515,0.000%,.12000,0.09,0.06
Place Order,32,3304,2308,8065,8632,10060,226,10060,0.000%,.11824,0.14,0.04
TOTAL,636,1407,752,3823,5313,8632,12,11524,0.000%,2.05708,28.36,0.79
