Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,562,66,56,87,124,186,36,743,0.000%,.43611,0.43,0.11
OpenLogin ,562,6417,6145,7504,12174,13278,1180,14334,0.000%,.43330,0.72,0.23
TriggerOTP,558,5846,5851,7536,8344,9099,798,9437,0.000%,.43136,1.56,0.31
Product Listing Page (PLP),555,24,21,32,40,65,16,268,0.000%,.43138,13.84,0.22
Get Product List for Compare,555,3804,3988,4602,4825,5186,274,5408,0.000%,.43012,0.35,0.13
To Add Product To Compare,554,6603,6789,7494,7679,8021,1169,8442,3.249%,.43025,0.36,0.16
Get Compare List after adding Product,553,6666,6820,7698,8031,8434,1033,8859,0.000%,.42843,0.57,0.13
To Remove Product from Compare List ,548,6662,6818,7474,7708,8037,1152,8400,7.847%,.42510,0.34,0.15
Get Compare List after removing Product,545,3936,4043,4711,4915,5183,369,5606,0.000%,.42380,0.35,0.13
Product Description Page (PDP),542,4402,4537,5142,5404,5813,498,6356,0.000%,.42228,6.93,0.12
Get Product details with seller,541,4430,4534,5200,5378,5802,519,6116,0.000%,.42063,2.22,0.12
Add Product to WishList,540,9531,9677,10486,10722,11197,1941,11406,0.000%,.41934,0.30,0.12
Notify Me (if product is out of stock),535,3862,3946,4568,4802,5241,315,5625,0.000%,.41709,0.33,0.19
Add To Cart,534,12792,15094,18011,22910,24727,1141,25849,0.749%,.41521,0.40,0.24
Buy Now ,528,12607,14844,16837,22519,23636,1316,24869,0.947%,.41059,0.40,0.24
Instabuy pop-up,521,7638,8521,9521,9802,10575,444,10903,4.415%,.40686,1.09,0.13
Exchange Pop-up,518,5041,5117,5658,5880,6156,652,6370,0.000%,.40566,1.47,0.10
Remove Exchange,517,4219,4252,4902,5127,5566,616,5713,0.000%,.40491,0.32,0.15
Deactivate Exchange,516,4139,4159,4777,4980,5443,672,5948,0.000%,.40399,0.32,0.15
Place Order,515,7325,6750,11342,12202,23240,2226,25541,0.000%,.40230,1.79,0.15
TOTAL,10799,5772,5008,9953,15050,18190,16,25849,0.861%,8.31396,33.71,3.27
