Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,170,78,59,139,185,218,38,271,0.000%,.27890,0.27,0.07
OpenLogin ,170,6193,5386,10087,11566,13796,3505,18728,0.000%,.27736,0.46,0.15
TriggerOTP,169,5655,5061,9071,9907,11142,3063,16050,5.917%,.27783,0.98,0.20
Product Listing Page (PLP),167,26,20,28,30,34,16,854,0.000%,.28113,9.02,0.14
Get Product List for Compare,167,3677,2844,6287,8514,10575,1392,18825,0.000%,.28037,0.23,0.09
To Add Product To Compare,167,7936,5986,14148,23315,25384,4396,25667,2.994%,.28215,0.24,0.11
Get Compare List after adding Product,166,8743,6049,19492,23385,25680,4095,26623,0.000%,.28526,0.40,0.09
To Remove Product from Compare List ,166,7515,6020,13983,15745,17053,3292,18982,5.422%,.29513,0.24,0.11
Get Compare List after removing Product,162,3899,2969,6813,9191,10369,1493,11506,0.000%,.29937,0.24,0.09
Product Description Page (PDP),159,4018,3419,6358,7121,7350,1914,8354,0.000%,.29906,4.87,0.08
Get Product details with seller,157,3934,3779,5910,6290,7433,1906,8389,0.000%,.30311,1.60,0.09
Add Product to WishList,157,9205,8921,11406,12036,13834,4499,15087,6.369%,.30170,0.22,0.09
Notify Me (if product is out of stock),156,3414,2973,5631,6444,7080,1347,10204,0.000%,.30799,0.24,0.14
Add To Cart,156,11721,11557,21308,23072,26177,3237,28814,0.641%,.30823,0.30,0.18
Buy Now ,151,11896,12023,20135,22539,25307,2742,28408,1.987%,.30113,0.29,0.17
Instabuy pop-up,147,7286,7604,10541,11573,13420,1753,14449,8.163%,.29795,0.72,0.09
Exchange Pop-up,145,4435,4102,6358,7741,9335,2382,9873,0.000%,.30235,1.10,0.08
Remove Exchange,144,3449,2966,5608,6602,7603,1746,7690,0.000%,.30992,0.24,0.11
Deactivate Exchange,144,3249,2989,5150,5496,7077,1678,7329,0.000%,.31206,0.25,0.12
Place Order,144,8795,7825,13125,22762,31613,1525,32285,0.000%,.31359,9.21,0.12
TOTAL,3164,5721,4845,11176,14598,23777,16,32285,1.580%,5.12379,26.66,2.02
