Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,114,75,65,111,122,143,46,211,0.000%,.37626,0.37,0.10
OpenLogin ,114,1231,1030,1764,2533,2874,855,3169,0.000%,.37520,0.62,0.20
TriggerOTP,114,625,603,752,808,901,433,1164,0.000%,.37582,1.36,0.27
Product Listing Page (PLP),114,24,21,29,32,58,16,141,0.000%,.37660,12.08,0.19
Get Product List for Compare,114,211,204,260,281,343,157,389,0.000%,.37637,0.31,0.11
To Add Product To Compare,114,605,595,713,734,827,449,901,0.877%,.37576,0.31,0.14
Get Compare List after adding Product,113,591,566,705,778,972,435,1022,0.000%,.37274,0.47,0.12
To Remove Product from Compare List ,112,606,595,681,746,849,446,886,0.893%,.37059,0.30,0.14
Get Compare List after removing Product,111,234,211,268,293,712,159,807,0.000%,.36999,0.31,0.12
Product Description Page (PDP),111,352,344,429,438,510,259,578,0.000%,.37000,6.06,0.10
Get Product details with seller,111,361,358,427,458,500,272,586,0.000%,.37013,1.95,0.11
Add Product to WishList,111,1031,1027,1195,1235,1395,770,1462,0.000%,.36935,0.26,0.11
Notify Me (if product is out of stock),110,194,189,229,244,286,134,296,0.000%,.37141,0.29,0.17
Add To Cart,110,1474,1747,2141,2213,2592,270,2856,0.000%,.36929,0.36,0.22
Buy Now ,110,1511,1831,2176,2384,2527,279,2542,0.000%,.36926,0.36,0.21
Instabuy pop-up,109,1062,1340,1545,1587,1634,162,1673,0.000%,.37547,0.96,0.12
Exchange Pop-up,109,358,344,441,471,510,268,581,0.000%,.37664,1.37,0.09
Remove Exchange,109,238,236,282,311,367,178,401,0.000%,.37691,0.30,0.14
Deactivate Exchange,109,240,235,290,315,331,179,363,0.000%,.37691,0.30,0.14
Place Order,109,1717,1729,2351,4476,4873,498,5232,0.000%,.37644,0.35,0.14
TOTAL,2228,635,407,1622,1918,2533,16,5232,0.090%,7.25913,28.06,2.85
