Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,271,1275,1233,1900,1984,2532,169,2898,0.000%,.44571,0.34,0.11
OpenLogin ,271,2901,2898,3492,3588,4982,965,5176,0.000%,.44367,0.76,0.15
TriggerOTP ,270,4850,4898,6941,7352,7721,560,8330,0.000%,.44129,1.60,0.23
Product Listing Page (PLP),268,21,19,26,30,64,15,267,0.000%,.44465,11.70,0.25
Get Product List for Compare,268,1464,1391,2125,2304,2627,230,2689,0.000%,.44374,0.35,0.13
To Add Product To Compare,268,3538,3529,4185,4361,4591,695,5047,0.000%,.44133,0.36,0.17
Get Compare List after adding Product,268,3384,3485,4136,4344,5020,1085,5275,0.000%,.43954,0.55,0.14
To Remove Product from Compare List ,267,3542,3532,4037,4273,4565,2196,4766,0.000%,.43943,0.35,0.16
Product Description Page (PDP),265,5086,5037,5703,5933,6261,4003,6315,0.000%,.43790,4.07,0.12
Get Product details with seller,261,5051,5038,5572,5772,6016,3324,6153,0.000%,.43319,1.53,0.12
Add Product to WishList,255,5571,5531,6255,6484,7139,4264,7361,0.000%,.42724,0.30,0.12
Notify Me (if product is out of stock),254,1456,1401,2011,2174,2415,834,2715,0.000%,.43127,0.33,0.20
Add To Cart,253,7285,7582,8895,9638,10385,1330,10914,0.000%,.42810,0.42,0.25
Buy Now ,250,7720,8321,9216,9487,10080,1102,11612,0.000%,.43157,0.44,0.25
Instabuy pop-up,250,4246,5013,6009,6339,7318,841,8368,7.600%,.42873,1.20,0.13
Exchange Pop-up,249,2052,2005,2588,2858,3352,1347,3588,0.000%,.42814,1.53,0.11
Remove Exchange,248,1603,1514,2185,2371,2896,885,3044,0.000%,.42815,0.33,0.16
Deactivate Exchange,246,1606,1541,2179,2387,2594,920,2837,0.000%,.42568,0.33,0.16
Place Order,245,7111,5528,19714,20474,22778,849,23345,0.408%,.42321,53.83,0.15
TOTAL,4927,3649,3336,6784,8262,10208,15,23345,0.406%,8.01678,76.62,3.00
