Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,145,269,261,338,384,511,145,568,0.000%,.47077,0.36,0.12
OpenLogin ,145,1337,1271,1506,1688,3376,907,3430,0.000%,.46898,0.81,0.16
TriggerOTP ,145,1015,1010,1223,1283,1438,517,2156,0.000%,.46869,1.70,0.25
Product Listing Page (PLP),144,31,19,28,129,244,16,282,0.000%,.47573,12.52,0.26
Get Product List for Compare,144,309,303,409,466,572,113,636,0.000%,.47513,0.38,0.14
To Add Product To Compare,144,940,925,1207,1329,1832,411,2192,0.000%,.47319,0.39,0.18
Get Compare List after adding Product,144,958,926,1294,1390,2062,338,2746,0.000%,.47192,0.62,0.15
To Remove Product from Compare List ,144,970,939,1231,1459,2097,328,2209,0.000%,.47060,0.38,0.17
Product Description Page (PDP),144,1418,1396,1718,1817,2352,489,2799,0.000%,.46912,4.37,0.13
Get Product details with seller,144,1416,1412,1704,1858,2107,700,3438,0.000%,.46868,1.65,0.13
Add Product to WishList,141,1554,1527,1922,2097,2329,723,2444,0.000%,.46010,0.32,0.13
Notify Me (if product is out of stock),140,289,282,357,422,477,116,487,0.000%,.46368,0.36,0.21
Add To Cart,140,2684,2851,3416,3604,4649,366,4687,0.000%,.45698,0.46,0.26
Buy Now ,139,2843,2965,3490,3911,4925,316,5416,0.000%,.45671,0.47,0.26
Instabuy pop-up,138,1610,1801,2267,2415,3350,227,3961,4.348%,.45902,1.40,0.14
Exchange Pop-up,138,502,490,621,723,828,294,853,0.000%,.45837,1.64,0.11
Remove Exchange,138,354,351,458,487,554,188,569,0.000%,.45857,0.35,0.17
Deactivate Exchange,137,345,340,444,478,569,179,580,0.000%,.45742,0.36,0.17
Place Order,137,1954,2080,2607,2783,4248,287,4254,0.000%,.45495,0.49,0.17
TOTAL,2691,1091,956,2352,2981,3550,16,5416,0.223%,8.62121,28.28,3.24
