Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,114,181,148,225,259,803,100,823,0.000%,.37658,0.29,0.10
OpenLogin ,114,1084,979,1251,1581,2924,829,2933,0.000%,.37398,0.64,0.13
TriggerOTP ,112,589,579,724,765,874,347,1042,0.000%,.37303,1.35,0.20
Product Listing Page (PLP),112,30,19,35,55,236,16,246,0.000%,.37385,9.84,0.21
Get Product List for Compare,112,149,139,194,220,253,103,269,0.000%,.37366,0.30,0.11
To Add Product To Compare,112,462,447,585,618,655,313,738,0.000%,.37308,0.30,0.14
Get Compare List after adding Product,112,446,434,567,631,762,278,770,0.000%,.37330,0.44,0.12
To Remove Product from Compare List ,112,456,435,587,637,693,306,860,0.000%,.37356,0.30,0.13
Product Description Page (PDP),112,697,676,834,964,1025,471,1047,0.000%,.37365,3.49,0.10
Get Product details with seller,112,683,658,858,921,1107,491,1138,0.000%,.37435,1.32,0.11
Add Product to WishList,111,710,703,863,951,1090,484,1096,0.000%,.37757,0.26,0.11
Notify Me (if product is out of stock),111,141,134,184,206,264,91,298,0.000%,.37865,0.29,0.17
Add To Cart,111,2053,2076,2561,3172,3972,699,4121,0.000%,.37539,0.39,0.22
Buy Now ,111,2003,2055,2538,2807,3212,722,3911,0.000%,.37644,0.39,0.22
Instabuy pop-up,111,1110,1174,1426,1728,3087,103,3221,0.000%,.37633,1.20,0.12
Exchange Pop-up,110,229,217,292,322,415,156,434,0.000%,.37423,1.34,0.09
Remove Exchange,109,164,157,206,243,267,117,282,0.000%,.37627,0.29,0.14
Deactivate Exchange,109,170,165,214,239,294,114,295,0.000%,.37632,0.29,0.14
Place Order,109,1289,1290,1549,2032,3389,300,4017,0.000%,.37490,0.41,0.14
TOTAL,2116,665,487,1606,2118,2862,16,4121,0.000%,6.91881,22.59,2.60
