Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,245,6563,7136,9018,9380,10771,518,11822,0.000%,.18947,0.15,0.05
TriggerOTP,244,7349,8093,9735,10166,10885,922,11611,0.000%,.18844,0.14,0.06
OpenLogin ,242,27076,25080,44501,45988,50846,4475,52739,0.826%,.18603,19.78,0.08
Product Listing Page (PLP),238,16,13,30,38,52,10,81,0.000%,.18596,5.43,0.10
Get Product List for Compare,238,7187,7764,9212,9583,11674,114,12182,0.000%,.18471,0.15,0.06
To Add Product To Compare,236,11256,11842,13547,14089,15668,1008,16255,0.000%,.18420,0.15,0.07
Get Compare List after adding Product,234,10405,11127,12987,13389,14350,912,15154,0.000%,.18294,0.20,0.06
To Remove Product from Compare List ,233,11550,12210,13841,14121,14882,1502,16623,0.000%,.18154,0.15,0.06
Product Description Page (PDP),232,14894,15346,17036,17595,19693,2949,20169,0.000%,.18048,5.75,0.05
Get Product details with seller,228,14996,15341,17114,17845,19303,4146,19723,0.000%,.17784,1.11,0.05
Add Product to WishList,225,17476,17789,20128,20663,22053,5439,22628,0.889%,.17632,0.12,0.06
Add To Cart,220,33758,33980,53393,55783,57303,5775,60983,1.364%,.17263,0.19,0.14
Buy Now ,216,32715,32358,51380,53494,55602,6001,57361,1.389%,.17167,0.19,0.10
Instabuy pop-up,208,14616,16039,19884,20927,21837,6036,22632,6.731%,.16846,0.55,0.05
Exchange Pop-up,206,9396,9369,11226,11974,12704,5859,13001,0.000%,.16830,0.60,0.04
Remove Exchange,203,8410,8333,10119,10460,11663,4417,13134,0.000%,.16783,0.13,0.06
Deactivate Exchange,203,8323,8275,9981,10442,11185,4285,12111,0.000%,.16778,0.13,0.06
Notify Me (if product is out of stock),200,7873,7872,9531,9931,10695,5130,11441,0.000%,.16768,0.13,0.08
Place Order,200,21210,12394,49231,51040,55666,4934,58226,1.000%,.16626,27.21,0.06
TOTAL,4251,13865,10813,29110,38385,52889,10,60983,0.612%,3.24607,59.53,1.24
