Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,160,160,160,160,160,160,160,0.000%,6.25000,4.84,1.61
TriggerOTP ,1,461,461,461,461,461,461,461,0.000%,2.16920,1.61,0.73
OpenLogin 7774034304,1,1653,1653,1653,1653,1653,1653,1653,0.000%,.60496,2.22,0.27
Product Listing Page (PLP),1,16,16,16,16,16,16,16,0.000%,62.50000,1823.79,34.48
Get Product List for Compare,1,110,110,110,110,110,110,110,0.000%,9.09091,7.25,2.72
To Add Product To Compare,1,345,345,345,345,345,345,345,0.000%,2.89855,2.28,1.10
Get Compare List after adding Product,1,286,286,286,286,286,286,286,0.000%,3.49650,3.83,1.08
To Remove Product from Compare List ,1,381,381,381,381,381,381,381,0.000%,2.62467,2.07,0.95
Product Description Page (PDP),1,611,611,611,611,611,611,611,0.000%,1.63666,75.99,0.46
Get Product details with seller,1,577,577,577,577,577,577,577,0.000%,1.73310,9.24,0.50
Add Product to WishList,1,604,604,604,604,604,604,604,0.000%,1.65563,1.15,0.52
Add To Cart,1,2856,2856,2856,2856,2856,2856,2856,0.000%,.35014,0.38,0.29
Buy Now ,1,3079,3079,3079,3079,3079,3079,3079,0.000%,.32478,0.35,0.19
Instabuy pop-up,1,1309,1309,1309,1309,1309,1309,1309,0.000%,.76394,2.79,0.23
Exchange Pop-up,1,170,170,170,170,170,170,170,0.000%,5.88235,21.03,1.45
Remove Exchange,1,119,119,119,119,119,119,119,0.000%,8.40336,6.50,3.01
Deactivate Exchange,1,145,145,145,145,145,145,145,0.000%,6.89655,5.36,2.48
Notify Me (if product is out of stock),1,92,92,92,92,92,92,92,0.000%,10.86957,8.34,5.06
Place Order,1,2089,2089,2089,2089,2089,2089,2089,0.000%,.47870,0.57,0.18
TOTAL,19,792,381,2089,2856,3079,16,3079,0.000%,1.25695,6.83,0.49
