Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,122,1423,1470,1961,2291,2989,336,3160,0.000%,.19988,0.15,0.05
TriggerOTP,121,2165,2197,2848,3176,3691,800,4715,0.000%,.19811,0.15,0.07
OpenLogin ,120,16601,13208,34645,36256,39935,3875,41603,3.333%,.19504,20.27,0.09
Product Listing Page (PLP),116,13,12,15,19,29,10,51,0.000%,.19534,5.70,0.11
Get Product List for Compare,116,1939,1899,2363,2979,3351,909,3540,0.000%,.19483,0.16,0.06
To Add Product To Compare,116,6367,6456,6951,7203,7738,3714,7985,0.000%,.19324,0.15,0.07
Get Compare List after adding Product,114,6248,6298,7104,7477,7647,2114,7908,0.000%,.19146,0.23,0.06
To Remove Product from Compare List ,112,6472,6473,7123,7267,8220,5303,8323,0.000%,.19088,0.15,0.07
Product Description Page (PDP),111,9903,9949,10806,10858,11088,4694,11386,0.000%,.19001,6.07,0.05
Get Product details with seller,109,9845,9726,10806,10984,11839,7149,12125,0.000%,.19060,1.19,0.05
Add Product to WishList,106,12040,12295,13915,14372,15036,1878,15081,3.774%,.19567,0.14,0.06
Add To Cart,106,23291,22064,43055,44789,45972,1210,46992,3.774%,.19174,0.19,0.16
Buy Now ,104,21907,20488,41898,43489,47960,1137,48154,3.846%,.18950,0.20,0.11
Instabuy pop-up,98,8768,10370,13249,13660,15140,1145,15340,5.102%,.18250,0.63,0.06
Exchange Pop-up,97,3257,3102,3865,4305,4872,2407,5046,0.000%,.18339,0.66,0.05
Remove Exchange,97,2288,2163,2945,3432,4036,1514,4559,0.000%,.18378,0.14,0.07
Deactivate Exchange,97,2388,2253,2959,3332,4122,1688,4682,0.000%,.18439,0.14,0.07
Notify Me (if product is out of stock),95,1859,1718,2398,2788,3715,1293,3948,0.000%,.18224,0.14,0.08
Place Order,94,15166,7396,33345,48163,50477,1140,53997,4.255%,.18137,24.75,0.06
TOTAL,2051,7926,6063,18288,25044,43467,10,53997,1.219%,3.29953,55.84,1.26
