Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,48,402,395,557,593,636,162,636,0.000%,.16038,0.12,0.04
TriggerOTP,48,840,825,1043,1092,1160,479,1160,0.000%,.16003,0.12,0.05
OpenLogin ,48,4560,2637,10551,11437,13868,1498,13868,0.000%,.15904,15.08,0.07
Product Listing Page (PLP),48,12,12,14,16,23,10,23,0.000%,.15992,4.67,0.09
Get Product List for Compare,48,542,558,710,742,781,195,781,0.000%,.15965,0.13,0.05
To Add Product To Compare,48,1731,1746,2196,2315,2604,639,2604,0.000%,.15881,0.13,0.06
Get Compare List after adding Product,47,1741,1820,2277,2375,2406,337,2406,0.000%,.15680,0.18,0.05
To Remove Product from Compare List ,46,1703,1723,2223,2424,2788,764,2788,0.000%,.15335,0.12,0.06
Product Description Page (PDP),45,2807,2824,3606,3790,3801,1064,3801,0.000%,.15982,16.24,0.04
Get Product details with seller,45,2720,2731,3600,3714,4021,1507,4021,0.000%,.15985,2.31,0.05
Add Product to WishList,45,3466,3412,4355,4667,5548,1741,5548,0.000%,.15962,0.11,0.05
Add To Cart,45,9583,7432,14455,16746,19662,3874,19662,8.889%,.15555,0.16,0.13
Buy Now ,43,9083,7264,14343,15785,19045,3676,19045,9.302%,.15340,0.16,0.09
Instabuy pop-up,41,2585,2865,3493,3551,3685,406,3685,4.878%,.15528,0.63,0.05
Exchange Pop-up,41,777,753,1074,1096,1162,267,1162,0.000%,.15657,0.56,0.04
Remove Exchange,41,585,579,791,861,998,234,998,0.000%,.15692,0.12,0.06
Deactivate Exchange,40,626,652,787,908,926,279,926,0.000%,.16120,0.13,0.06
Notify Me (if product is out of stock),40,463,452,628,650,700,167,700,0.000%,.16130,0.12,0.08
Place Order,40,6649,4048,15895,18170,20991,419,20991,0.000%,.15396,0.18,0.06
TOTAL,847,2652,1623,6288,11873,16746,10,20991,1.181%,2.69173,38.11,1.04
