Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,103,1677,1673,2375,2839,3561,399,3606,0.000%,.17170,0.13,0.04
TriggerOTP,103,2491,2474,3350,3504,3736,678,4448,0.000%,.17084,0.13,0.06
OpenLogin ,103,18822,12148,43124,44814,49569,2416,50422,0.000%,.16665,15.78,0.08
Product Listing Page (PLP),99,12,12,14,16,18,10,18,0.000%,.16477,4.81,0.09
Get Product List for Compare,99,2455,2234,3193,3817,4389,1199,5170,0.000%,.16427,0.13,0.05
To Add Product To Compare,98,7463,7302,8150,8794,8995,6383,9553,0.000%,.16304,0.13,0.06
Get Compare List after adding Product,97,7113,6942,8111,8411,8632,3754,8819,0.000%,.16245,0.20,0.05
To Remove Product from Compare List ,95,7134,7046,7681,8025,8285,5488,9757,0.000%,.16115,0.13,0.06
Product Description Page (PDP),92,11108,11032,12155,12376,12940,9389,13229,0.000%,.15911,16.31,0.04
Get Product details with seller,91,11147,11044,11976,12231,12740,9442,15985,0.000%,.16232,2.38,0.05
Add Product to WishList,91,13927,13556,15968,16417,18087,9615,18226,0.000%,.16270,0.11,0.05
Add To Cart,90,30986,24831,54169,56069,59014,13360,61420,8.889%,.16315,0.17,0.14
Buy Now ,85,29263,23526,51837,55549,56973,11490,62008,9.412%,.16075,0.17,0.09
Instabuy pop-up,80,11351,10375,15216,17322,17539,6452,17642,1.250%,.15950,0.69,0.05
Exchange Pop-up,77,3987,3608,4822,5970,6185,3178,7325,0.000%,.15942,0.57,0.04
Remove Exchange,76,2692,2536,3168,3396,4352,2089,4491,0.000%,.16097,0.12,0.06
Deactivate Exchange,76,2690,2513,3343,3586,4047,2087,4812,0.000%,.16172,0.13,0.06
Notify Me (if product is out of stock),74,2113,1957,2793,2991,3422,1656,3425,0.000%,.15904,0.12,0.07
Place Order,73,22018,17286,38245,55432,56531,1943,68333,0.000%,.16348,42.94,0.05
TOTAL,1702,9800,7017,23190,36063,54994,10,68333,0.999%,2.72135,70.57,1.05
