Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,199,13456,13436,23045,25717,39745,18,76018,2.010%,.21625,0.17,0.06
TriggerOTP,193,16299,18368,23778,24823,36636,4,80786,4.663%,.21018,0.16,0.07
OpenLogin ,185,52188,47467,89182,93221,98991,5,101162,2.162%,.20014,16.03,0.09
Product Listing Page (PLP),157,45,26,34,38,663,10,1676,0.000%,.17571,5.13,0.10
Get Product List for Compare,157,22244,20062,38558,65067,66313,6,66490,0.637%,.17163,0.14,0.05
To Add Product To Compare,145,25178,24282,28901,33142,67058,5137,78247,0.690%,.15866,0.13,0.06
Get Compare List after adding Product,137,28183,25113,36937,64239,65384,9571,66175,0.730%,.15135,0.16,0.05
To Remove Product from Compare List ,127,31175,30910,38268,65051,66755,12765,67165,0.787%,.14149,0.12,0.05
Product Description Page (PDP),113,33480,33474,44202,46020,50532,16927,50901,0.000%,.12840,13.52,0.04
Get Product details with seller,111,39392,38999,52496,53442,54761,23855,55517,0.000%,.13059,2.12,0.04
Add Product to WishList,106,51776,50033,73868,74790,78537,17736,79082,3.774%,.12764,0.09,0.04
Add To Cart,104,96012,105300,120020,120023,120028,15218,120089,41.346%,.14912,0.12,0.12
Buy Now ,104,88875,107093,120024,120028,120033,15,120040,57.692%,.15544,0.11,0.09
Instabuy pop-up,104,50834,50703,84807,86023,88807,4,92646,15.385%,.16019,0.63,0.05
Exchange Pop-up,102,33012,26736,72301,77740,84307,3,84684,13.725%,.16189,0.51,0.04
Remove Exchange,101,30422,19512,73139,76671,81640,3,83342,10.891%,.18464,0.14,0.07
Deactivate Exchange,101,28052,19305,78302,79739,81653,3,84235,7.921%,.19433,0.15,0.07
Notify Me (if product is out of stock),101,24766,18833,63511,73114,78423,3,80237,6.931%,.20175,0.15,0.09
Place Order,100,62082,79668,92005,100870,109050,4,163780,5.000%,.24272,99.82,0.07
TOTAL,2447,35386,25010,82715,102104,120023,3,163780,7.724%,2.63801,82.16,1.00
