Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,38,234,219,366,374,402,109,402,0.000%,.12736,0.10,0.03
TriggerOTP,38,529,524,623,635,671,384,671,0.000%,.12731,0.09,0.04
OpenLogin ,38,2570,1724,5043,5803,6174,879,6174,0.000%,.12702,12.13,0.06
Product Listing Page (PLP),38,12,12,15,16,22,10,22,0.000%,.12773,3.73,0.07
Get Product List for Compare,38,220,199,355,420,470,118,470,0.000%,.12766,0.10,0.04
To Add Product To Compare,37,640,598,827,1072,1459,349,1459,0.000%,.12480,0.10,0.05
Get Compare List after adding Product,36,682,603,843,1129,1802,304,1802,0.000%,.12205,0.15,0.04
To Remove Product from Compare List ,36,697,660,901,1029,1087,328,1087,0.000%,.12204,0.10,0.04
Product Description Page (PDP),35,1183,1152,1555,1906,2107,641,2107,0.000%,.12283,12.04,0.03
Get Product details with seller,35,1076,1067,1362,1591,1665,523,1665,0.000%,.12270,1.77,0.04
Add Product to WishList,35,1269,1317,1607,1735,1880,657,1880,0.000%,.12276,0.09,0.04
Add To Cart,35,4826,3592,8159,9030,12165,2230,12165,8.571%,.12239,0.13,0.10
Buy Now ,34,4438,3357,7522,7601,12285,2048,12285,8.824%,.12313,0.13,0.07
Instabuy pop-up,34,1381,1362,1834,1875,2437,141,2437,0.000%,.12404,0.50,0.04
Exchange Pop-up,34,356,296,522,562,780,182,780,0.000%,.12450,0.45,0.03
Remove Exchange,33,259,250,365,374,417,136,417,0.000%,.12750,0.10,0.05
Deactivate Exchange,33,249,233,350,382,438,138,438,0.000%,.12751,0.10,0.05
Notify Me (if product is out of stock),33,215,214,292,336,436,107,436,0.000%,.12749,0.10,0.06
Place Order,33,3612,2195,8970,9275,9900,423,9900,0.000%,.12648,0.15,0.05
TOTAL,673,1269,611,2902,5668,8970,10,12285,0.892%,2.20351,30.56,0.85
