Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,285,12399,13402,18678,19640,31788,687,34544,0.000%,.31510,0.24,0.08
OpenLogin ,284,15386,16819,20727,22061,23355,3128,32810,0.000%,.31062,0.53,0.11
TriggerOTP ,276,30635,33411,38272,39818,51431,3722,54281,0.000%,.30157,1.08,0.16
Product Listing Page (PLP),261,32,33,43,51,110,16,155,0.000%,.29315,9.61,0.16
Get Product List for Compare,261,13840,14414,18257,19241,20855,1335,22022,0.000%,.28753,0.23,0.09
To Add Product To Compare,252,18223,19514,22209,22680,24189,6353,24815,0.000%,.27736,0.22,0.10
Get Compare List after adding Product,242,17576,17877,22857,23981,24783,6455,25087,0.000%,.26814,0.30,0.08
To Remove Product from Compare List ,232,18738,18606,21955,22680,24438,11265,24829,0.000%,.26005,0.21,0.09
Get Compare List after removing Product,225,16291,16605,19500,20539,21472,6485,21548,0.000%,.25637,0.20,0.08
Product Description Page (PDP),215,16941,16327,20772,21496,22310,9722,22853,0.000%,.24804,2.68,0.07
Get Product details with seller,210,17289,16858,20240,21053,21830,11183,23920,0.000%,.24559,0.97,0.07
Add Product to WishList,209,23236,22892,26946,27945,29198,17260,29410,0.000%,.24684,0.17,0.07
Notify Me (if product is out of stock),201,17348,17174,20689,21010,21348,11860,21818,0.000%,.25592,0.20,0.12
Add To Cart,201,37773,41206,53932,57201,61767,15773,62259,0.000%,.25439,0.25,0.15
Buy Now ,200,38272,41768,50644,56699,57540,15736,60097,0.000%,.26760,0.27,0.15
Instabuy pop-up,200,22805,22503,27426,30479,32596,13101,34814,5.500%,.26739,0.53,0.08
Exchange Pop-up,200,19143,17933,24201,32492,33958,12949,34979,0.000%,.26803,0.96,0.07
Remove Exchange,195,17505,17203,20698,21325,22103,11158,32127,0.000%,.26787,0.21,0.10
Deactivate Exchange,190,17133,16636,20794,21691,34045,10872,34186,0.000%,.26549,0.21,0.10
Place Order,189,29807,20401,88900,100847,105283,12241,118395,0.000%,.27018,22.72,0.10
TOTAL,4528,19521,18137,33168,41646,56699,16,118395,0.243%,4.92069,35.28,1.82
