Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,148,148,148,148,148,148,148,0.000%,6.75676,5.23,1.74
OpenLogin ,1,947,947,947,947,947,947,947,0.000%,1.05597,1.81,0.37
TriggerOTP ,1,462,462,462,462,462,462,462,0.000%,2.16450,7.83,1.15
Product Listing Page (PLP),1,26,26,26,26,26,26,26,0.000%,38.46154,1253.72,21.22
Get Product List for Compare,1,116,116,116,116,116,116,116,0.000%,8.62069,6.89,2.58
To Add Product To Compare ,1,315,315,315,315,315,315,315,0.000%,3.17460,2.50,1.17
Get Compare List after adding Product,1,309,309,309,309,309,309,309,0.000%,3.23625,3.54,1.00
To Remove Product from Compare List,1,323,323,323,323,323,323,323,0.000%,3.09598,2.44,1.08
Product Description Page (PDP),1,250,250,250,250,250,250,250,0.000%,4.00000,37.80,1.06
Get Product details with seller,1,218,218,218,218,218,218,218,0.000%,4.58716,17.75,1.26
Add Product to WishList,1,502,502,502,502,502,502,502,0.000%,1.99203,1.39,0.57
Add To Cart,1,7600,7600,7600,7600,7600,7600,7600,0.000%,.13158,0.14,0.11
Buy Now ,1,5769,5769,5769,5769,5769,5769,5769,0.000%,.17334,0.18,0.14
Instabuy pop-up,1,1088,1088,1088,1088,1088,1088,1088,0.000%,.91912,3.11,0.28
Exchange Pop-up,1,173,173,173,173,173,173,173,0.000%,5.78035,20.67,1.43
Remove Exchange,1,125,125,125,125,125,125,125,0.000%,8.00000,6.20,2.92
Deactivate Exchange,1,194,194,194,194,194,194,194,0.000%,5.15464,4.01,1.89
Notify Me (if product is out of stock),1,130,130,130,130,130,130,130,0.000%,7.69231,5.91,3.47
Place Order,1,749,749,749,749,749,749,749,0.000%,1.33511,1.03,0.50
TOTAL,19,1023,309,1088,5769,7600,26,7600,0.000%,.93252,3.35,0.37
