Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,627,53,48,69,85,131,34,227,0.00%,0.48653,0.48,0.13
OpenLogin ,627,12389,12369,21843,22632,24180,1572,25755,0.00%,0.48266,0.8,0.25
TriggerOTP,621,4835,4949,6347,6561,7028,406,9920,46.38%,0.48247,1.44,0.34
Get Product List for Compare,621,3793,3947,4643,4833,5175,315,5467,0.00%,0.48074,0.39,0.15
Product Listing Page (PLP),620,18,18,21,23,29,14,35,0.00%,0.4824,15.48,0.24
To Add Product To Compare ,620,6388,6543,7326,7637,7946,1329,8156,1.77%,0.47978,0.4,0.18
Get Compare List after adding Product,615,6388,6484,7353,7657,8219,1227,8953,0.00%,0.47622,0.64,0.15
To Remove Product from Compare List,610,6343,6449,7191,7403,7881,1402,8423,1.80%,0.47383,0.38,0.17
Product Description Page (PDP),609,4212,4287,4978,5207,5613,609,6106,0.00%,0.47301,4.25,0.13
Get Product details with seller,608,4215,4308,4999,5247,5716,629,6201,0.00%,0.47383,2.34,0.14
Add Product to WishList,607,7260,8183,12555,13007,13971,373,14476,46.29%,0.47032,0.35,0.14
Notify Me (if product is out of stock),603,3786,3866,4543,4754,5022,442,6011,0.00%,0.47198,0.37,0.22
Add To Cart,603,8757,9502,14928,15328,15973,426,18126,0.00%,0.46805,0.43,0.27
Buy Now ,600,8371,8331,13915,14352,15695,389,17283,0.00%,0.46604,0.43,0.27
Instabuy pop-up,592,6276,4975,9594,10121,11066,421,13060,7.26%,0.46115,0.91,0.14
Exchange Pop-up,586,4842,4913,5658,5907,6352,860,6846,0.00%,0.45657,1.66,0.12
Remove Exchange,584,4054,4112,4753,4972,5368,504,6115,0.00%,0.45554,0.36,0.17
Deactivate Exchange,581,4067,4091,4812,4957,5358,471,5602,0.00%,0.45498,0.36,0.17
Place Order,581,7864,4300,23100,24490,27346,405,29477,0.00%,0.45199,16.68,0.16
TOTAL,11515,5462,4489,10199,13915,22337,14,29477,5.51%,8.86177,47.65,3.49
