Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,77,279,277,373,383,435,118,521,0.00%,0.25783,0.2,0.07
OpenLogin ,77,1301,1282,1467,1512,1595,954,1882,0.00%,0.25693,0.44,0.09
TriggerOTP ,77,982,946,1328,1387,1435,539,1546,0.00%,0.25716,0.92,0.14
Product Listing Page (PLP),77,22,18,28,46,84,15,87,0.00%,0.25789,8.46,0.14
Get Product List for Compare,77,313,316,398,426,510,126,552,0.00%,0.25767,0.21,0.08
To Add Product To Compare,77,993,993,1267,1290,1345,559,1478,0.00%,0.25729,0.2,0.1
Get Compare List after adding Product,77,975,938,1279,1361,1471,422,1728,0.00%,0.2578,0.3,0.08
To Remove Product from Compare List ,77,993,998,1304,1349,1547,508,1651,0.00%,0.25825,0.2,0.09
Get Compare List after removing Product,77,354,335,436,498,1055,151,1152,0.00%,0.25904,0.21,0.08
Product Description Page (PDP),77,510,516,678,703,736,285,771,0.00%,0.25956,2.55,0.07
Get Product details with seller,77,491,493,597,656,718,240,734,0.00%,0.25974,1.05,0.07
Add Product to WishList,77,1478,1449,1972,2016,2212,793,2290,0.00%,0.25903,0.18,0.07
Notify Me (if product is out of stock),76,276,273,364,405,441,130,459,0.00%,0.26095,0.2,0.12
Add To Cart,76,3135,3444,4364,4667,5304,163,5791,0.00%,0.25928,0.27,0.15
Buy Now ,76,2994,3298,4278,4590,5057,349,5627,0.00%,0.25867,0.27,0.15
Instabuy pop-up,74,1486,1616,2192,2288,2385,235,3480,0.00%,0.25542,0.59,0.08
Exchange Pop-up,73,468,477,587,613,691,227,877,0.00%,0.254,0.91,0.06
Remove Exchange,72,305,290,433,487,545,121,685,0.00%,0.26013,0.2,0.1
Deactivate Exchange,72,301,301,414,428,466,127,490,0.00%,0.26005,0.2,0.1
Place Order,72,1444,1178,2446,2487,2731,193,2767,0.00%,0.25807,0.24,0.1
TOTAL,1587,912,554,1998,3316,4364,0,5791,0.00%,5.16719,17.43,1.83
