Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,77,559,569,664,700,721,196,1045,0.00%,0.2652,0.21,0.07
OpenLogin ,77,2098,2134,2314,2334,2511,1085,3832,0.00%,0.2634,0.45,0.09
TriggerOTP ,77,2115,2092,2547,2908,4106,515,4116,0.00%,0.26281,0.94,0.14
Product Listing Page (PLP),77,18,18,22,24,27,15,27,0.00%,0.26326,8.63,0.15
Get Product List for Compare,77,688,717,829,883,910,124,935,0.00%,0.26277,0.21,0.08
To Add Product To Compare,77,2371,2460,2782,2852,2945,530,3146,0.00%,0.26088,0.21,0.1
Get Compare List after adding Product,77,2361,2367,2895,3026,3378,717,3378,0.00%,0.25937,0.32,0.08
To Remove Product from Compare List ,77,2385,2419,2737,2959,3037,949,3118,0.00%,0.25793,0.2,0.09
Get Compare List after removing Product,77,742,746,858,901,948,246,1063,0.00%,0.25806,0.21,0.08
Product Description Page (PDP),77,997,1020,1156,1189,1238,307,1268,0.00%,0.25754,2.53,0.07
Get Product details with seller,77,1026,1019,1209,1242,1271,598,1456,0.00%,0.25709,1.04,0.07
Add Product to WishList,77,3783,3786,4395,4524,4764,3070,4853,0.00%,0.25402,0.18,0.07
Notify Me (if product is out of stock),77,641,647,757,804,859,403,932,0.00%,0.25627,0.2,0.12
Add To Cart,76,5555,6181,7796,7936,8322,1488,8348,0.00%,0.25192,0.26,0.14
Buy Now ,73,5485,5971,7582,7743,8547,1473,8861,0.00%,0.24568,0.25,0.14
Instabuy pop-up,69,3438,3883,4576,4764,5150,570,6061,0.00%,0.24144,0.56,0.07
Exchange Pop-up,69,1209,1211,1391,1468,1520,902,1544,0.00%,0.24378,0.87,0.06
Remove Exchange,68,824,804,952,1005,1026,477,1477,0.00%,0.24242,0.19,0.09
Deactivate Exchange,68,808,800,949,1044,1082,388,1111,0.00%,0.24234,0.19,0.09
Place Order,67,3323,2697,4929,5134,5967,1882,7262,0.00%,0.25852,0.24,0.1
TOTAL,1558,1926,1193,4313,5971,7684,0,8861,0.00%,4.96936,16.94,1.77
