Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,139,139,139,139,139,139,139,0.000%,7.19424,5.57,1.85
OpenLogin ,1,1173,1173,1173,1173,1173,1173,1173,0.000%,.85251,1.46,0.30
TriggerOTP ,1,368,368,368,368,368,368,368,0.000%,2.71739,9.84,1.44
Product Listing Page (PLP),1,26,26,26,26,26,26,26,0.000%,38.46154,1261.12,21.22
Get Product List for Compare,1,212,212,212,212,212,212,212,0.000%,4.71698,3.76,1.41
To Add Product To Compare ,1,310,310,310,310,310,310,310,0.000%,3.22581,2.54,1.19
Get Compare List after adding Product,1,293,293,293,293,293,293,293,0.000%,3.41297,3.67,1.05
To Remove Product from Compare List,1,500,500,500,500,500,500,500,0.000%,2.00000,1.58,0.70
Product Description Page (PDP),1,221,221,221,221,221,221,221,0.000%,4.52489,45.15,1.20
Get Product details with seller,1,283,283,283,283,283,283,283,0.000%,3.53357,15.54,0.97
Add Product to WishList,1,487,487,487,487,487,487,487,0.000%,2.05339,1.43,0.59
Add To Cart,1,2055,2055,2055,2055,2055,2055,2055,0.000%,.48662,0.46,0.40
Buy Now ,1,4171,4171,4171,4171,4171,4171,4171,0.000%,.23975,0.25,0.19
Instabuy pop-up,1,265,265,265,265,265,265,265,0.000%,3.77358,2.41,1.15
Exchange Pop-up,1,163,163,163,163,163,163,163,0.000%,6.13497,21.98,1.52
Remove Exchange,1,121,121,121,121,121,121,121,0.000%,8.26446,6.39,3.02
Deactivate Exchange,1,116,116,116,116,116,116,116,0.000%,8.62069,6.70,3.16
Notify Me (if product is out of stock),1,100,100,100,100,100,100,100,0.000%,10.00000,7.68,4.51
Place Order,1,302,302,302,302,302,302,302,0.000%,3.31126,2.62,1.23
TOTAL,19,595,283,1173,2055,4171,26,4171,0.000%,1.55445,5.46,0.62
