Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,167,2020,2018,2750,3027,3275,444,3405,0.000%,.27339,0.21,0.07
OpenLogin ,166,5506,5576,6382,6850,8215,1498,8823,0.000%,.27149,0.47,0.09
TriggerOTP ,164,9287,8098,13009,13680,14778,2549,16907,0.000%,.26780,0.96,0.14
Product Listing Page (PLP),158,20,17,24,27,65,14,139,0.000%,.26309,8.63,0.15
Get Product List for Compare,158,2618,2547,3156,3427,4350,1235,5105,0.000%,.26212,0.21,0.08
To Add Product To Compare,158,7690,7650,8476,8835,9367,5791,10255,1.266%,.26016,0.21,0.10
Get Compare List after adding Product,155,7687,7614,8403,8756,9139,6422,9764,0.000%,.25879,0.32,0.08
To Remove Product from Compare List ,153,7719,7626,8267,8520,9198,5322,10297,30.719%,.25773,0.21,0.09
Get Compare List after removing Product,151,2759,2632,3261,3534,4434,2135,4857,0.000%,.26200,0.21,0.08
Product Description Page (PDP),151,3430,3373,3991,4135,4399,2790,5910,0.000%,.26182,2.58,0.07
Get Product details with seller,151,3379,3272,3895,4199,5007,2782,5381,0.000%,.26145,1.05,0.07
Add Product to WishList,150,11706,11653,12395,12762,13445,5798,14286,0.000%,.25948,0.18,0.07
Notify Me (if product is out of stock),148,2500,2422,3025,3225,3551,1898,4246,0.000%,.26519,0.20,0.12
Add To Cart,148,12943,14871,18057,18616,20332,2548,21778,0.000%,.26200,0.26,0.15
Buy Now ,147,13621,16256,18544,19085,19659,2234,19758,0.000%,.26418,0.27,0.15
Instabuy pop-up,145,8552,9834,11811,12490,13751,2123,13918,8.276%,.26308,0.50,0.08
Exchange Pop-up,142,3944,3885,4474,4734,4942,2912,5084,0.000%,.26322,0.94,0.07
Remove Exchange,140,2926,2837,3459,3699,4270,2228,4317,0.000%,.26170,0.20,0.10
Deactivate Exchange,139,2914,2821,3450,3595,3917,2348,4001,0.000%,.26212,0.20,0.10
Place Order,138,8836,7854,13860,14293,14891,2151,44229,0.000%,.25970,1.51,0.10
TOTAL,3029,5976,4170,12234,15228,18322,14,44229,2.014%,4.91619,18.32,1.82
