Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,351,5809,6060,7640,7960,8668,482,8987,0.000%,.27274,0.21,0.07
OpenLogin ,351,9023,9387,10804,11214,11939,1453,12535,0.000%,.27086,0.47,0.09
TriggerOTP ,348,16167,16418,20488,21032,22122,1691,23203,0.000%,.26862,0.96,0.14
Product Listing Page (PLP),341,20,17,24,28,123,14,222,0.000%,.26521,8.70,0.15
Get Product List for Compare,341,6019,6287,7460,7815,8422,662,9796,0.000%,.26384,0.21,0.08
To Add Product To Compare,335,10727,11067,12492,12894,13514,2299,14623,1.493%,.25893,0.21,0.10
Get Compare List after adding Product,329,10054,10668,12315,12734,13339,2181,15070,0.000%,.25714,0.30,0.08
To Remove Product from Compare List ,329,10890,11173,12450,12821,13552,2241,13857,49.240%,.25553,0.21,0.09
Get Compare List after removing Product,325,6460,6649,8050,8409,8861,663,9077,0.000%,.25339,0.20,0.08
Product Description Page (PDP),320,6899,7035,8265,8590,9303,885,10274,0.000%,.25141,2.47,0.07
Get Product details with seller,320,6886,7013,8312,8791,9501,798,10285,0.000%,.25013,1.01,0.07
Add Product to WishList,319,14618,14988,16415,16687,17442,5176,17973,0.000%,.24856,0.17,0.07
Notify Me (if product is out of stock),317,6375,6410,7655,8102,9067,1350,9415,0.000%,.25167,0.19,0.12
Add To Cart,317,18756,21662,24819,25897,27663,3960,29078,0.000%,.24892,0.24,0.14
Buy Now ,314,19505,22414,25938,26489,28449,3626,29430,0.000%,.24730,0.25,0.14
Instabuy pop-up,307,10971,11429,15237,16372,17360,1664,17573,5.537%,.24953,0.40,0.08
Exchange Pop-up,307,7825,7745,9150,9398,10117,3560,10452,0.000%,.24850,0.89,0.06
Remove Exchange,307,6840,6753,8111,8422,9462,3291,9817,0.000%,.24790,0.19,0.09
Deactivate Exchange,307,6929,6914,8195,8569,9145,3072,10494,0.000%,.24718,0.19,0.09
Place Order,307,12924,11551,15509,18024,60131,4765,61413,0.000%,.24564,3.50,0.09
TOTAL,6492,9644,8132,16671,21999,25636,14,61413,2.834%,4.99069,20.54,1.85
