Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,678,678,678,678,678,678,678,0.000%,1.47493,1.14,0.38
OpenLogin ,1,1445,1445,1445,1445,1445,1445,1445,0.000%,.69204,1.19,0.24
TriggerOTP ,1,862,862,862,862,862,862,862,0.000%,1.16009,4.17,0.62
Product Listing Page (PLP),1,24064,24064,24064,24064,24064,24064,24064,0.000%,.04156,1.11,0.02
Get Product List for Compare,1,115,115,115,115,115,115,115,0.000%,8.69565,6.95,2.60
To Add Product To Compare ,1,411,411,411,411,411,411,411,0.000%,2.43309,1.92,0.91
Get Compare List after adding Product,1,303,303,303,303,303,303,303,0.000%,3.30033,3.63,1.02
To Remove Product from Compare List,1,334,334,334,334,334,334,334,0.000%,2.99401,2.37,1.06
Product Description Page (PDP),1,2349,2349,2349,2349,2349,2349,2349,0.000%,.42571,4.08,0.11
Get Product details with seller,1,2473,2473,2473,2473,2473,2473,2473,0.000%,.40437,1.64,0.11
Add Product to WishList,1,527,527,527,527,527,527,527,0.000%,1.89753,1.33,0.54
Add To Cart,1,30267,30267,30267,30267,30267,30267,30267,0.000%,.03304,0.03,0.03
Buy Now ,1,32480,32480,32480,32480,32480,32480,32480,0.000%,.03079,0.03,0.03
Instabuy pop-up,1,3434,3434,3434,3434,3434,3434,3434,0.000%,.29121,1.09,0.09
Exchange Pop-up,1,190,190,190,190,190,190,190,0.000%,5.26316,18.82,1.30
Remove Exchange,1,148,148,148,148,148,148,148,0.000%,6.75676,5.23,2.47
Deactivate Exchange,1,245,245,245,245,245,245,245,0.000%,4.08163,3.18,1.49
Notify Me (if product is out of stock),1,102,102,102,102,102,102,102,0.000%,9.80392,7.53,4.52
Place Order,1,5344,5344,5344,5344,5344,5344,5344,0.000%,.18713,0.21,0.07
TOTAL,19,5566,678,24064,30267,32480,102,32480,0.000%,.17808,0.60,0.07
